review,rating,date,bank,source
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,DashnBank,Google Play
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,DashnBank,Google Play
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,DashnBank,Google Play
none,5,2025-09-14,DashnBank,Google Play
very good app i ever used,5,2025-09-12,DashnBank,Google Play
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,DashnBank,Google Play
zedo,5,2025-09-11,DashnBank,Google Play
please open my mobile app,5,2025-09-10,DashnBank,Google Play
it doesn't open,1,2025-09-10,DashnBank,Google Play
Very Good,5,2025-09-09,DashnBank,Google Play
masha alla,5,2025-09-08,DashnBank,Google Play
Best banking transaction application in Ethiopia !,5,2025-09-05,DashnBank,Google Play
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,DashnBank,Google Play
tamaam kamal,1,2025-09-04,DashnBank,Google Play
በጣም ሐሪፍ,5,2025-09-03,DashnBank,Google Play
great 👍,5,2025-09-02,DashnBank,Google Play
goof,4,2025-09-01,DashnBank,Google Play
absiniya banki,5,2025-08-29,DashnBank,Google Play
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,DashnBank,Google Play
One of the best in this business,5,2025-08-25,DashnBank,Google Play
Excellent,5,2025-08-20,DashnBank,Google Play
besat🥰,5,2025-08-19,DashnBank,Google Play
unlimited experience,5,2025-08-18,DashnBank,Google Play
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,DashnBank,Google Play
very nice mobile banking app my favourite,5,2025-08-16,DashnBank,Google Play
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,DashnBank,Google Play
best apps,5,2025-08-15,DashnBank,Google Play
the worst app ever to exist in a bank history,1,2025-08-15,DashnBank,Google Play
thank you,5,2025-08-14,DashnBank,Google Play
Best mobile app in the country,5,2025-08-14,DashnBank,Google Play
not fast,2,2025-08-12,DashnBank,Google Play
keeps freezing at the front page.,1,2025-08-10,DashnBank,Google Play
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,DashnBank,Google Play
abseniya bank app,5,2025-08-08,DashnBank,Google Play
yes goode app,5,2025-08-03,DashnBank,Google Play
Great App,5,2025-08-02,DashnBank,Google Play
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,DashnBank,Google Play
ረጀብነሱ,1,2025-07-31,DashnBank,Google Play
The Worst Mobile Banking App.,1,2025-07-31,DashnBank,Google Play
giod,5,2025-07-30,DashnBank,Google Play
best bank in ethiopia,5,2025-07-29,DashnBank,Google Play
waqayyoo,5,2025-07-28,DashnBank,Google Play
please is not working,2,2025-07-27,DashnBank,Google Play
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,DashnBank,Google Play
I can log in from any where,5,2025-07-23,DashnBank,Google Play
😇,3,2025-07-21,DashnBank,Google Play
no proplem,5,2025-07-20,DashnBank,Google Play
👍👍👍,5,2025-07-20,DashnBank,Google Play
excellent app,5,2025-07-18,DashnBank,Google Play
good work,5,2025-07-15,DashnBank,Google Play
☹️,5,2025-07-15,DashnBank,Google Play
excellent,5,2025-07-14,DashnBank,Google Play
Great BoA,5,2025-07-14,DashnBank,Google Play
Good,5,2025-07-14,DashnBank,Google Play
Okay,4,2025-07-13,DashnBank,Google Play
not working,1,2025-07-12,DashnBank,Google Play
This App is Getting worse and worse with every update,2,2025-07-11,DashnBank,Google Play
ምርጥ ነው,1,2025-07-10,DashnBank,Google Play
nice,5,2025-07-10,DashnBank,Google Play
meku,5,2025-07-07,DashnBank,Google Play
awasome app go a head,5,2025-07-04,DashnBank,Google Play
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,DashnBank,Google Play
"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,DashnBank,Google Play
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,DashnBank,Google Play
wow,5,2025-07-01,DashnBank,Google Play
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,DashnBank,Google Play
amazing Banks App👌👌,3,2025-06-25,DashnBank,Google Play
good App fore me,5,2025-06-25,DashnBank,Google Play
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,DashnBank,Google Play
fantastic,5,2025-06-22,DashnBank,Google Play
👍,4,2025-06-21,DashnBank,Google Play
it's nice to use.,5,2025-06-21,DashnBank,Google Play
app doesn't start,1,2025-06-21,DashnBank,Google Play
Excellent application,5,2025-06-18,DashnBank,Google Play
its very bad app its very slow,1,2025-06-17,DashnBank,Google Play
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,DashnBank,Google Play
Good job!,5,2025-06-13,DashnBank,Google Play
best financial app.,5,2025-06-12,DashnBank,Google Play
ቆንጆ ነው በርቱ,5,2025-06-11,DashnBank,Google Play
the worst app humans ever created,1,2025-06-09,DashnBank,Google Play
it's not working,3,2025-06-05,DashnBank,Google Play
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,DashnBank,Google Play
exceptional,5,2025-06-03,DashnBank,Google Play
BoA Mobile good bank,5,2025-06-02,DashnBank,Google Play
this is worest app 24/7 loading,1,2025-06-01,DashnBank,Google Play
BoA system is confartable,5,2025-06-01,DashnBank,Google Play
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,DashnBank,Google Play
Good service.,3,2025-05-25,DashnBank,Google Play
the app crush frequently,1,2025-05-24,DashnBank,Google Play
You guys keeps getting worst,1,2025-05-22,DashnBank,Google Play
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,DashnBank,Google Play
BoA,2,2025-05-20,DashnBank,Google Play
but not opening on android,4,2025-05-19,DashnBank,Google Play
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,DashnBank,Google Play
amazing,5,2025-05-18,DashnBank,Google Play
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,DashnBank,Google Play
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,DashnBank,Google Play
liking this application good 👍,5,2025-05-07,DashnBank,Google Play
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,DashnBank,Google Play
it's really good 👍,5,2025-04-23,DashnBank,Google Play
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,DashnBank,Google Play
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,DashnBank,Google Play
Best,2,2025-04-19,DashnBank,Google Play
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,DashnBank,Google Play
yideg,1,2025-04-18,DashnBank,Google Play
great boa,5,2025-04-10,DashnBank,Google Play
boa of mobile backing,5,2025-04-09,DashnBank,Google Play
faster bank of Abissinya,5,2025-04-08,DashnBank,Google Play
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,DashnBank,Google Play
it just doesn't work...so frustrating,1,2025-04-07,DashnBank,Google Play
like,5,2025-04-06,DashnBank,Google Play
it's not work correctly... you must have update it,1,2025-04-06,DashnBank,Google Play
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,DashnBank,Google Play
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,DashnBank,Google Play
good but they don't update enough don't add new things,3,2025-04-04,DashnBank,Google Play
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,DashnBank,Google Play
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,DashnBank,Google Play
good application,5,2025-03-30,DashnBank,Google Play
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,DashnBank,Google Play
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,DashnBank,Google Play
always problematic hardly works,1,2025-03-26,DashnBank,Google Play
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,DashnBank,Google Play
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,DashnBank,Google Play
great BoA,5,2025-03-22,DashnBank,Google Play
best,5,2025-03-21,DashnBank,Google Play
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,DashnBank,Google Play
there is no speed,1,2025-03-19,DashnBank,Google Play
"For anyone who wants to download it, just don't!!!",1,2025-03-19,DashnBank,Google Play
wonderful,5,2025-03-19,DashnBank,Google Play
all worck,5,2025-03-19,DashnBank,Google Play
Loved it,5,2025-03-14,DashnBank,Google Play
Wow,1,2025-03-14,DashnBank,Google Play
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,DashnBank,Google Play
Improved to be the best,5,2025-03-11,DashnBank,Google Play
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,DashnBank,Google Play
BoA Greqt Ethiopian bank.,5,2025-03-11,DashnBank,Google Play
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,DashnBank,Google Play
Almost better compared to cbe where it is not qualified for,4,2025-03-09,DashnBank,Google Play
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,DashnBank,Google Play
Wonderfull app,5,2025-03-08,DashnBank,Google Play
i can't use this app why?,5,2025-03-07,DashnBank,Google Play
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,DashnBank,Google Play
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,DashnBank,Google Play
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,DashnBank,Google Play
Good app,5,2025-03-03,DashnBank,Google Play
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,DashnBank,Google Play
It has good features but sometimes it doesn't work...0,1,2025-03-02,DashnBank,Google Play
Very poor proformance,1,2025-03-01,DashnBank,Google Play
It's not opening. Really frustrating,1,2025-03-01,DashnBank,Google Play
Verry Amazing App from all IB,5,2025-03-01,DashnBank,Google Play
Not working on this days,1,2025-02-26,DashnBank,Google Play
Thank you BoA,5,2025-02-23,DashnBank,Google Play
best banking app in the wworld,5,2025-02-22,DashnBank,Google Play
Nice app and it's easy to use,5,2025-02-21,DashnBank,Google Play
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,DashnBank,Google Play
This is help full i like ittttt,5,2025-02-14,DashnBank,Google Play
The is not functional at all?,2,2025-02-12,DashnBank,Google Play
Best bank,5,2025-02-08,DashnBank,Google Play
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,DashnBank,Google Play
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,DashnBank,Google Play
I have been using this app for two years.It is amazing.,5,2025-02-01,DashnBank,Google Play
Good 👍,5,2025-01-31,DashnBank,Google Play
Sad experience,1,2025-01-30,DashnBank,Google Play
Always do update and that is annoying,3,2025-01-27,DashnBank,Google Play
"Best app, somehow waiting a few minutes",5,2025-01-23,DashnBank,Google Play
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,DashnBank,Google Play
Whenever I try to sign in app close please fixed it out,2,2025-01-21,DashnBank,Google Play
Beter,5,2025-01-21,DashnBank,Google Play
Boa,4,2025-01-18,DashnBank,Google Play
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,DashnBank,Google Play
Aadan Axmed Barkhadle,5,2025-01-17,DashnBank,Google Play
😡😡😡🤬🤬🤬,1,2025-01-16,DashnBank,Google Play
Horrible customer service and app crashes Horrible!!,1,2025-01-15,DashnBank,Google Play
I love it,5,2025-01-14,DashnBank,Google Play
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,DashnBank,Google Play
Good🙏,5,2025-01-12,DashnBank,Google Play
Like to much,5,2025-01-11,DashnBank,Google Play
Thank you,5,2025-01-10,DashnBank,Google Play
Perfect,5,2025-01-09,DashnBank,Google Play
The best of best,5,2025-01-09,DashnBank,Google Play
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,DashnBank,Google Play
Great 👍,5,2025-01-04,DashnBank,Google Play
Fast and suitable for the customers.,5,2025-01-04,DashnBank,Google Play
Good app and helpful,5,2025-01-03,DashnBank,Google Play
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,DashnBank,Google Play
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,DashnBank,Google Play
It doesn't work at all.,2,2025-01-02,DashnBank,Google Play
this app is not available,1,2025-01-02,DashnBank,Google Play
Wow what amazing,5,2024-12-30,DashnBank,Google Play
love it,5,2024-12-30,DashnBank,Google Play
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,DashnBank,Google Play
Lemn embi yilal??,5,2024-12-30,DashnBank,Google Play
It's useless app downgraded.,1,2024-12-29,DashnBank,Google Play
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,DashnBank,Google Play
Nice,5,2024-12-26,DashnBank,Google Play
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,DashnBank,Google Play
አይሰራም ሼም ነው፤,1,2024-12-23,DashnBank,Google Play
Not that much bad,3,2024-12-22,DashnBank,Google Play
Fine,5,2024-12-21,DashnBank,Google Play
The dirtiest application ever seen...,1,2024-12-20,DashnBank,Google Play
Nic ap,5,2024-12-19,DashnBank,Google Play
The forest app ever,1,2024-12-19,DashnBank,Google Play
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,DashnBank,Google Play
Bank of abissena,1,2024-12-17,DashnBank,Google Play
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,DashnBank,Google Play
GOOD,5,2024-12-15,DashnBank,Google Play
The worst banking app ever. Never works!,1,2024-12-14,DashnBank,Google Play
Poorly functioning app,3,2024-12-13,DashnBank,Google Play
Very nice,5,2024-12-13,DashnBank,Google Play
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,DashnBank,Google Play
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,DashnBank,Google Play
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,DashnBank,Google Play
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,DashnBank,Google Play
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,DashnBank,Google Play
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,DashnBank,Google Play
My attention is very important because it will be the most difficult time for me,5,2024-11-30,DashnBank,Google Play
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,DashnBank,Google Play
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,DashnBank,Google Play
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,DashnBank,Google Play
exellent digital transaction of money,5,2024-11-27,DashnBank,Google Play
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,DashnBank,Google Play
👏👏👏,5,2024-11-24,DashnBank,Google Play
Money,5,2024-11-24,DashnBank,Google Play
It needs more improvment,2,2024-11-24,DashnBank,Google Play
ab,3,2024-11-20,DashnBank,Google Play
Ademtahir,5,2024-11-20,DashnBank,Google Play
✌️✌️,5,2024-11-20,DashnBank,Google Play
Please this app on my android phone,3,2024-11-20,DashnBank,Google Play
GOAT 🐐 🐐,5,2024-11-19,DashnBank,Google Play
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,DashnBank,Google Play
Fast and reliable,5,2024-11-18,DashnBank,Google Play
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,DashnBank,Google Play
Very good,5,2024-11-14,DashnBank,Google Play
One of the poorest mobile banking system,1,2024-11-13,DashnBank,Google Play
❤❤❤❤❤❤,5,2024-11-12,DashnBank,Google Play
Oene,5,2024-11-12,DashnBank,Google Play
i find it interesting specially in reciept downloading,1,2024-11-12,DashnBank,Google Play
it good,5,2024-11-12,DashnBank,Google Play
"This app crashes everytime, please fix it",1,2024-11-12,DashnBank,Google Play
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,DashnBank,Google Play
I need a support the app is not working,5,2024-11-12,DashnBank,Google Play
Bast bank of ethiopia,5,2024-11-12,DashnBank,Google Play
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,DashnBank,Google Play
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,DashnBank,Google Play
The worst App i have never seen like this before,1,2024-11-12,DashnBank,Google Play
Wweeeer,4,2024-11-12,DashnBank,Google Play
Infinx,5,2024-11-12,DashnBank,Google Play
Great service,5,2024-11-12,DashnBank,Google Play
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,DashnBank,Google Play
senayt Mesfin,4,2024-11-08,DashnBank,Google Play
Bad app vety bad.,1,2024-11-07,DashnBank,Google Play
Abessnya Banke,5,2024-11-05,DashnBank,Google Play
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,DashnBank,Google Play
Professional on banking app,5,2024-11-01,DashnBank,Google Play
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,DashnBank,Google Play
አይሰራም አስተካክሉት,5,2024-10-26,DashnBank,Google Play
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,DashnBank,Google Play
Fast transfer,5,2024-10-24,DashnBank,Google Play
"What's up I can't log in, what's wrong",5,2024-10-22,DashnBank,Google Play
Amrumehamed,1,2024-10-21,DashnBank,Google Play
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,DashnBank,Google Play
ደደገነሐ,5,2024-10-15,DashnBank,Google Play
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,DashnBank,Google Play
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,DashnBank,Google Play
Good App,4,2024-10-12,DashnBank,Google Play
Best app to me,5,2024-10-11,DashnBank,Google Play
BOA,5,2024-10-11,DashnBank,Google Play
Abdulkadir,5,2024-10-11,DashnBank,Google Play
Bad,1,2024-10-10,DashnBank,Google Play
If it is possible I would gove0 star,1,2024-10-08,DashnBank,Google Play
Nise mobile bankig,4,2024-10-05,DashnBank,Google Play
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,DashnBank,Google Play
Ok,5,2024-10-04,DashnBank,Google Play
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,DashnBank,Google Play
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,DashnBank,Google Play
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,DashnBank,Google Play
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,DashnBank,Google Play
Worest app,1,2024-10-03,DashnBank,Google Play
The worest app ever,1,2024-10-03,DashnBank,Google Play
አሪፍ ነው በርቱልን,5,2024-10-03,DashnBank,Google Play
Wwwerrr,5,2024-10-02,DashnBank,Google Play
ጀማል ውቀቱ,5,2024-09-30,DashnBank,Google Play
Great For Financial company,5,2024-09-30,DashnBank,Google Play
Very easy to use,5,2024-09-30,DashnBank,Google Play
The App's crash always.. Error.....,3,2024-09-27,DashnBank,Google Play
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,DashnBank,Google Play
Great UI and seamless UX. I love it!!,5,2024-09-25,DashnBank,Google Play
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,DashnBank,Google Play
It's easy used to operate program and secured 👍👍,4,2024-09-25,DashnBank,Google Play
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,DashnBank,Google Play
Amazing,5,2024-09-19,DashnBank,Google Play
Great app with great services,5,2024-09-19,DashnBank,Google Play
Yes active user,5,2024-09-17,DashnBank,Google Play
Shameful,1,2024-09-17,DashnBank,Google Play
The worest app ever made i would not recommende for no one,1,2024-09-16,DashnBank,Google Play
Good application,5,2024-09-16,DashnBank,Google Play
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,DashnBank,Google Play
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,DashnBank,Google Play
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,DashnBank,Google Play
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,DashnBank,Google Play
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,DashnBank,Google Play
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,DashnBank,Google Play
Bes and freindly app,5,2024-09-13,DashnBank,Google Play
It doesn't work.,1,2024-09-12,DashnBank,Google Play
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,DashnBank,Google Play
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,DashnBank,Google Play
Smart technology,5,2024-09-10,DashnBank,Google Play
Yegema app tish🪨,1,2024-09-08,DashnBank,Google Play
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,DashnBank,Google Play
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,DashnBank,Google Play
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,DashnBank,Google Play
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,DashnBank,Google Play
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,DashnBank,Google Play
Fast one,3,2024-09-04,DashnBank,Google Play
Nice looking app but a terrible user experience.,1,2024-09-03,DashnBank,Google Play
The worest MB app ever!!🙄,1,2024-09-02,DashnBank,Google Play
It is ok,5,2024-09-01,DashnBank,Google Play
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,DashnBank,Google Play
Apollo's,1,2024-08-29,DashnBank,Google Play
The worst experience ever,1,2024-08-29,DashnBank,Google Play
Hussenaliumar,5,2024-08-29,DashnBank,Google Play
